game_id,msrp_price_x,switch_date_x,publisher_x,download_size_x,meta_critic_x,user_score_x,usk_rating_x,languages_x,platforms_x,hltb_main_story,hltb_main_plus_extra,hltb_completionist,avg_score,lang_count,plat_count,success,genres,offline_players,local_wireless,online_players,developer,publisher_y,meta_critic_y,user_score_y,opencritic_score,usk_rating_y,play_modes,languages_y,platforms_y,title
powerslave-exhumed,17.72,2022-02-10,Nightdive Studios,0.6611328125,81.0,8.5,16.0,"English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",6.5,7.0,9.0,83.0,5,5,1,Action,1,,,Nightdive Studios,Nightdive Studios,81,8.5,81.0,16.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",PowerSlave Exhumed
disgaea-5-complete,39.99,2017-05-26,NIS America,6.503,81.0,8.3,6.0,"English, French","Nintendo Switch, Steam",53.0,87.5,202.0,82.0,2,2,1,Role-Playing,1,,1,Nippon Ichi Software,NIS America,81,8.3,84.0,6.0,"TV, Tabletop, Handheld","English, French","Nintendo Switch, Steam",Disgaea 5 Complete
snufkin-melody-of-moominvalley,19.99,2024-03-07,Raw Fury,2.236,81.0,8.3,0.0,"Japanese, Spanish, Portuguese, English, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Xbox Series X|S, Steam",4.0,4.5,4.5,82.0,9,4,1,Adventure; Strategy,1,,,Hyper Games,Raw Fury,81,8.3,80.0,0.0,"TV, Tabletop, Handheld","Japanese, Spanish, Portuguese, English, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Xbox Series X|S, Steam",Snufkin: Melody of Moominvalley
in-stars-and-time,19.5,2023-11-20,Armor Games Studios,0.296875,81.0,8.3,12.0,"Japanese, English","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",21.0,28.0,45.0,82.0,2,4,1,Role-Playing,1,,,insertdisc5,Armor Games Studios,81,8.3,83.0,12.0,"TV, Tabletop, Handheld","Japanese, English","Nintendo Switch, PlayStation 5, PlayStation 4, Steam",In Stars and Time
grand-mountain-adventure-wonderlands,34.99,2022-03-10,Microids,1.15,81.0,8.3,6.0,"Japanese, English, Spanish, French, German, Italian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",9.0,14.0,28.0,82.0,8,2,1,Action; Adventure; Simulation; Racing,1 - 4,1 - 4,,Toppluva,Microids,81,8.3,75.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Grand Mountain Adventure: Wonderlands
monster-hunter-stories-2-wings-of-ruin,39.99,2021-07-09,CAPCOM,14.325,81.0,8.2,12.0,"Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",40.5,61.0,141.5,81.5,11,3,1,Role-Playing; Adventure,1,1 - 4,1 - 4,CAPCOM,CAPCOM,81,8.2,81.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",Monster Hunter Stories 2: Wings of Ruin
wildfrost-switch,19.49,2023-04-12,Chucklefish,0.7119140625,81.0,8.2,12.0,"Japanese, English, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox Series X|S, Xbox One, Steam",11.5,27.5,50.5,81.5,5,4,1,Strategy; Adventure,1,,,Deadpan Games,Chucklefish,81,8.2,78.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox Series X|S, Xbox One, Steam",Wildfrost
dodgeball-academia,24.99,2021-08-05,Humble Games,0.73046875,81.0,8.2,6.0,"Japanese, English, Spanish, Portuguese, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",10.5,12.0,13.0,81.5,9,4,1,Action; Sports; Role-Playing; Adventure,1 - 2,,,Pocket Trap,Humble Games,81,8.2,78.0,6.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Dodgeball Academia
battle-chef-brigade,19.99,2017-11-20,Trinket Studios,1.699,81.0,8.2,12.0,"Japanese, English, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",9.0,10.0,11.5,81.5,9,3,1,Role-Playing; Puzzle; Platformer; Action,1 - 2,,,Trinket Studios,Trinket Studios,81,8.2,83.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Steam",Battle Chef Brigade Deluxe
crypt-of-the-serpent-king,2.99,2019-05-31,Rendercode Games,0.2568359375,43.0,6.6,16.0,English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",1.5,2.5,4.5,54.5,1,4,0,Role-Playing; Action,1,,,Rendercode Games,Rendercode Games,43,6.6,37.0,16.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",Crypt of the Serpent King
mecho-tales,8.49,2017-12-28,Arcade Distillery,0.14453125,43.0,2.6,6.0,English,"Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",4.0,4.0,5.0,34.5,1,5,0,Platformer; Action; Multiplayer,1 - 4,,,Arcade Distillery,Arcade Distillery,43,2.6,50.0,6.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 5, PlayStation 4, Xbox One, Steam",Mecho Tales
totally-reliable-delivery-service,14.99,2020-04-01,Infogrames,4.253,42.0,5.1,0.0,"Japanese, English, Portuguese, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",2.5,9.0,11.0,46.5,10,5,0,Multiplayer; Simulation; Action,1 - 2,,1 - 4,We're Five Games,Infogrames,42,5.1,51.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Totally Reliable Delivery Service
oh-sir-the-hollywood-roast,3.49,2018-01-18,Good Shepherd,0.6083984375,42.0,5.0,0.0,English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",1.0,2.0,4.0,46.0,1,4,0,Simulation,1 - 2,,2,Vile Monarch/Crunching Koalas,Good Shepherd,42,5.0,43.0,0.0,"TV, Tabletop, Handheld",English,"Nintendo Switch, PlayStation 4, Xbox One, Steam",Oh...Sir! The Hollywood Roast
wheels-of-aurelia,14.99,2017-11-02,Santa Ragione,0.400390625,42.0,4.4,12.0,"English, French, Spanish, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",0.5,1.0,5.5,43.0,6,4,0,Adventure; Racing,1,,,Santa Ragione,Santa Ragione,42,4.4,55.0,12.0,"TV, Tabletop, Handheld","English, French, Spanish, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Wheels of Aurelia
the-elder-scrolls-blades,0.0,2020-05-14,Bethesda,2.448,42.0,2.7,12.0,"English, Spanish, French, German, Italian, Russian",Nintendo Switch,10.0,15.0,24.0,34.5,6,1,0,Adventure; Role-Playing,1,,2,Bethesda Game Studios,Bethesda,42,2.7,37.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Russian",Nintendo Switch,The Elder Scrolls: Blades
the-bradwell-conspiracy,19.99,2019-10-10,Bossa Studios,3.146,41.0,8.0,12.0,"Japanese, English, French, Portuguese, Spanish, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",4.0,4.5,4.5,60.5,12,4,0,Adventure; Puzzle,1,,,A Brave Plan,Bossa Studios,41,8.0,55.0,12.0,"TV, Tabletop, Handheld","Japanese, English, French, Portuguese, Spanish, German, Italian, Dutch, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",The Bradwell Conspiracy
ben-10,24.99,2017-11-10,Outright Games,4.54,41.0,5.2,12.0,"English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",2.5,4.0,7.0,46.5,5,4,0,Action,1,,,Torus Games,Outright Games,41,5.2,54.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Ben 10
silence,14.99,2019-04-03,Daedalic Entertainment,6.943,75.0,7.5,12.0,"Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",5.5,6.5,11.5,75.0,11,4,1,Adventure,1,,,Daedalic Entertainment,Daedalic Entertainment,75,7.5,73.0,12.0,"TV, Tabletop, Handheld","Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Silence
very-very-valet,14.99,2021-05-25,Toyful,0.90625,75.0,7.5,0.0,"Japanese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Steam",3.5,3.5,5.5,75.0,10,3,1,Action; Party; Multiplayer; Simulation,1 - 8,,,Toyful,Toyful,75,7.5,73.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, Steam",Very Very Valet
the-mortuary-assistant,20.99,2023-04-20,Dread XP,2.551,75.0,7.6,16.0,"English, French","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",2.0,7.0,21.0,75.5,2,6,1,Adventure; Simulation; Puzzle,1,,,DarkStone Digital,Dread XP,75,7.6,74.0,16.0,"TV, Tabletop, Handheld","English, French","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",The Mortuary Assistant
the-dark-eye-chains-of-satinav,19.99,2021-01-27,Daedalic Entertainment,2.483,75.0,7.5,12.0,"English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",10.0,12.0,13.0,75.0,6,4,1,Adventure; Puzzle,1,,,Daedalic Entertainment,Daedalic Entertainment,75,7.5,74.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",The Dark Eye: Chains of Satinav
virtuaverse,14.99,2021-10-28,Blood Music,0.6103515625,75.0,7.5,12.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",9.5,10.5,11.5,75.0,10,4,1,Adventure; Puzzle,1,,,Theta Division,Blood Music,75,7.5,,12.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",VirtuaVerse
s-t-a-l-k-e-r-clear-sky,19.99,2024-10-31,GSC Game World,6.253,75.0,7.5,18.0,"Japanese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",12.5,22.5,35.5,75.0,10,5,1,Action; Role-Playing; First-Person,1,,,GSC Game World,GSC Game World,75,7.5,,18.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",S.T.A.L.K.E.R.: Clear Sky
black-future-88,19.99,2019-11-22,Good Shepherd,2.062,75.0,7.4,12.0,"Japanese, English, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",5.5,7.5,10.0,74.5,7,2,1,Action; Adventure; Multiplayer,1 - 2,,,SuperScarySnakes,Good Shepherd,75,7.4,74.0,12.0,"TV, Tabletop, Handheld","Japanese, English, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Black Future '88
agatha-christie-hercule-poirot-the-first-cases,24.99,2021-09-28,Microids,3.077,75.0,7.4,6.0,"Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",9.0,10.5,11.5,74.5,11,4,1,Adventure; Puzzle,1,,,Blazing Griffin,Microids,75,7.4,78.0,6.0,"TV, Tabletop, Handheld","Japanese, Portuguese, English, Spanish, French, German, Italian, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Agatha Christie - Hercule Poirot: The First Cases
crashlands,14.99,2018-11-08,Butterscotch,0.2529296875,75.0,7.4,6.0,"English, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox One, Steam",28.0,45.5,69.0,74.5,3,3,1,Adventure; Role-Playing; Action,1 - 2,,,Butterscotch Shenanigans,Butterscotch,75,7.4,76.0,6.0,"TV, Tabletop, Handheld","English, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox One, Steam",Crashlands
crying-suns,20.99,2021-05-27,Humble Games,0.5419921875,75.0,7.4,12.0,"Japanese, English, Spanish, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",15.0,21.5,45.0,74.5,8,2,1,Strategy; Role-Playing,1,,,Alt Shift,Humble Games,75,7.4,77.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Steam",Crying Suns
echo-generation,24.99,2024-06-19,Cococucumber,1.651,75.0,7.4,12.0,"Japanese, English, Spanish, Portuguese, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox Series X|S, Xbox One, Steam",8.0,9.0,10.5,74.5,10,4,1,Role-Playing; Adventure,1,,,Cococucumber,Cococucumber,75,7.4,77.0,12.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, Portuguese, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, Xbox Series X|S, Xbox One, Steam",Echo Generation
sherlock-holmes-the-awakened,39.99,2023-04-11,Frogwares,6.042,75.0,7.3,16.0,"Japanese, Portuguese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",9.0,10.5,11.0,74.0,10,6,1,Adventure; Puzzle; Action,1,,,Frogwares,Frogwares,75,7.3,75.0,16.0,"TV, Tabletop, Handheld","Japanese, Portuguese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Sherlock Holmes The Awakened
rock-of-ages-2-bigger-and-boulder,14.99,2019-05-14,SEGA,2.446,75.0,7.3,6.0,"English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",4.5,6.5,12.5,74.0,5,4,1,Action; Strategy,1,,2 - 4,ACE Team,SEGA,75,7.3,75.0,6.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian","Nintendo Switch, PlayStation 4, Xbox One, Steam",Rock of Ages 2: Bigger & Boulder
ziggurat,14.99,2019-07-05,Milkstone Studios,0.6181640625,75.0,7.3,12.0,"English, Spanish, French, Portuguese, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",4.0,13.5,42.5,74.0,9,4,1,First-Person; Action; Role-Playing,1,,,Milkstone Studios,Milkstone Studios,75,7.3,78.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, Portuguese, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Ziggurat
bulb-boy,7.99,2017-07-13,Bulbware,0.859375,75.0,7.3,12.0,"Japanese, English","Nintendo Switch, PlayStation 4, Xbox One, Steam",2.0,2.5,2.5,74.0,2,4,1,Adventure; Puzzle,1,,,Bulbware,Bulbware,75,7.3,75.0,12.0,"TV, Tabletop, Handheld","Japanese, English","Nintendo Switch, PlayStation 4, Xbox One, Steam",Bulb Boy
railway-empire-2,49.99,2023-06-22,KalypsoMediaGroup,8.684,75.0,7.3,0.0,"Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",46.0,87.5,179.5,74.0,10,6,1,Simulation; Strategy,1,,4,Gaming Minds Studios,KalypsoMediaGroup,75,7.3,75.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Portuguese, Spanish, French, German, Italian, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Railway Empire 2
kvark,19.99,2025-05-15,Perun Creative,4.099,75.0,7.3,18.0,"Japanese, English, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",7.5,9.0,16.0,74.0,6,6,1,Action; First-Person,1,,,Latest Past; Perun Creative,Perun Creative,75,7.3,,18.0,"TV, Tabletop, Handheld","Japanese, English, German, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Kvark
crysis-remastered-trilogy,49.99,2021-10-15,Crytek,29.936,75.0,7.2,16.0,"Japanese, English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",23.0,25.0,40.0,73.5,7,5,1,Action; First-Person; Shooter,1,,,Crytek and Saber,Crytek,75,7.2,77.0,16.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Russian","Nintendo Switch, PlayStation 4, Xbox Series X|S, Xbox One, Steam",Crysis Remastered Trilogy
i-am-setsuna,39.99,2017-03-03,SQUARE ENIX,1.404,75.0,7.2,6.0,"Japanese, English, French","Nintendo Switch, PlayStation 4, Steam",20.5,26.0,44.5,73.5,3,3,1,Role-Playing,1,,,Tokyo RPG Factory,SQUARE ENIX,75,7.2,75.0,6.0,"TV, Tabletop, Handheld","Japanese, English, French","Nintendo Switch, PlayStation 4, Steam",I Am Setsuna
labyrinth-of-refrain-coven-of-dusk,49.99,2018-09-21,NIS America,2.117,75.0,7.2,16.0,"Japanese, English, French","Nintendo Switch, PlayStation 4, Steam",56.5,70.5,105.5,73.5,3,3,1,Role-Playing,1,,,Nippon Ichi Software,NIS America,75,7.2,76.0,16.0,"TV, Tabletop, Handheld","Japanese, English, French","Nintendo Switch, PlayStation 4, Steam",Labyrinth of Refrain: Coven of Dusk
candleman,13.99,2019-10-03,Candleman Games,2.647,75.0,7.2,0.0,"Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",4.5,6.5,7.0,73.5,12,4,1,Action; Adventure; Puzzle; Role-Playing,1,,,Spotlightor Interactive,Candleman Games,75,7.2,77.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Dutch, Portuguese, Russian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Candleman
headliner-novinews,13.37,2019-09-05,Unbound Creations,0.876953125,75.0,7.2,16.0,"Japanese, English, French, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",2.5,4.5,11.0,73.5,6,4,1,Adventure; Simulation; Education; Role-Playing,1,,,Unbound Creations,Unbound Creations,75,7.2,74.0,16.0,"TV, Tabletop, Handheld","Japanese, English, French, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Headliner: NoviNews
a-little-to-the-left-switch,14.99,2022-11-10,Secret Mode,2.073,75.0,7.1,0.0,"Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",3.5,5.5,11.0,73.0,9,6,1,Puzzle,1,,,Max Inferno,Secret Mode,75,7.1,77.0,0.0,"TV, Tabletop, Handheld","Japanese, English, Spanish, French, German, Italian, Korean, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 5, PlayStation 4, Xbox Series X|S, Xbox One, Steam",A Little to the Left
the-mummy-demastered,19.99,2017-10-24,WayForward,0.7666015625,75.0,7.1,12.0,"English, Spanish, French, German, Italian, Portuguese, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",5.0,5.5,7.0,73.0,7,4,1,Action; Adventure; Platformer,1,,,WayForward,WayForward,75,7.1,75.0,12.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Portuguese, Russian","Nintendo Switch, PlayStation 4, Xbox One, Steam",The Mummy Demastered
senran-kagura-reflexions,9.99,2018-09-13,Marvelous (XSEED),7.457,39.0,7.7,18.0,"English, French","Nintendo Switch, Steam",2.5,3.5,5.0,58.0,2,2,0,Adventure; Simulation; Practical,1,,,Marvelous,Marvelous (XSEED),39,7.7,43.0,18.0,"TV, Tabletop, Handheld","English, French","Nintendo Switch, Steam",SENRAN KAGURA Reflexions
dont-knock-twice,12.49,2017-10-17,Wales Interactive,2.078,39.0,5.8,16.0,"English, Spanish, French, German, Italian, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",1.5,1.5,2.0,48.5,9,4,0,Adventure; Action,1,,,Wales Interactive,Wales Interactive,39,5.8,52.0,16.0,"TV, Tabletop, Handheld","English, Spanish, French, German, Italian, Portuguese, Russian, Chinese (Simplified), Chinese (Traditional)","Nintendo Switch, PlayStation 4, Xbox One, Steam",Don't Knock Twice
